Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. Akshay Jadhav,21 years experience overall,Marathahalli,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Anand Prahalad Rao,19 years experience overall,Yeshwanthpur,Bangalore,₹850,Pediatrician,"MD - Pediatrics, Diploma in Child Health (DCH), MBBS"
Dr. Nirmal Raj,26 years experience overall,KR Puram,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Rajini C C,14 years experience overall,Kadugodi,Bangalore,₹400,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Deepak Ramesh,15 years experience overall,Sarjapur Road,Bangalore,₹750,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Arjun SK,13 years experience overall,Hebbal,Bangalore,₹400,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Suruchi Goyal Agarwal,19 years experience overall,Kasavanahalli,Bangalore,₹650,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Ramu D S,22 years experience overall,Electronics City,Bangalore,₹800,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Chitra Sankar,27 years experience overall,Hebbal,Bangalore,₹500,Pediatrician,"MD - Pediatrics, DNB - Paediatrics, MBBS"
Dr. Shweta Singh,6 years experience overall,Bannerghatta Road,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. ChiragKumar Khant,14 years experience overall,Vinayaka Nagar,Bangalore,₹800,Pediatrician,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)"
Dr. Gali Himabindu,9 years experience overall,Whitefield,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Shalini Rao,23 years experience overall,Indiranagar,Bangalore,₹900,Pediatrician,"DNB - Paediatrics, Diploma in Child Health (DCH), MBBS, FNB -  Pediatric Hematology Oncology"
Dr. Janaki Narayanan,26 years experience overall,HSR Layout,Bangalore,₹850,Pediatrician,"MD - Physician, Diploma in Child Health (DCH)"
Dr. Tanuja Mishra,7 years experience overall,Marathahalli,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Jyothi A,26 years experience overall,JP Nagar,Bangalore,₹800,Pediatrician,"MBBS, Diplomate of the American Board of Paediatrics"
Dr. S Nagesh,45 years experience overall,Bannerghatta Road,Bangalore,₹1100,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Divya Srirangarajan,18 years experience overall,Hebbal,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Lavenya R P,18 years experience overall,Marathahalli,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics"
Dr. Niranjan Kumar P,18 years experience overall,Sampangiramnagar,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Sahana S,11 years experience overall,Marathahalli,Bangalore,₹650,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Sandeep R,12 years experience overall,Marathahalli,Bangalore,₹800,Pediatrician,"MBBS, DNB - Pediatrics"
Dr. Marie Shalini Chico,18 years experience overall,Richmond Town,Bangalore,₹700,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology"
Dr. Bhavya K.S.,16 years experience overall,Ashoknagar,Bangalore,₹700,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Srinivasa Murthy C L,18 years experience overall,Whitefield,Bangalore,₹200,Pediatrician,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Shrishailesh. D.M,15 years experience overall,Koramangala 6 Block,Bangalore,₹650,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Mohammed Abrar Shariff,10 years experience overall,Vasanthnagar,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Kritika Agarwal,16 years experience overall,Sarjapur Road,Bangalore,₹600,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Vasudha N R,6 years experience overall,Marathahalli,Bangalore,₹950,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Prashanth M R,14 years experience overall,Indiranagar,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics"
Dr. N Varsha Monica Reddy,7 years experience overall,Yeshwanthpur,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Sharil Hegde P,22 years experience overall,Hebbal,Bangalore,₹650,Pediatrician,"Fellow of the Royal College of Pediatrics and Child Health (UK), MBBS, Diploma in Child Health (DCH - UK)"
Dr. Mamatha R,9 years experience overall,Koramangala 6 Block,Bangalore,₹700,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Ravishankara Marpalli,14 years experience overall,Rajarajeshwarinagar,Bangalore,₹500,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Srikanth Kulkarni,15 years experience overall,HSR Layout,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Deepak Ramesh,14 years experience overall,Marathahalli,Bangalore,₹850,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Sheetal S,12 years experience overall,Vasanthnagar,Bangalore,₹650,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Ananda R,25 years experience overall,Bellandur,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Baliwanth Anandakrishnan,15 years experience overall,Yeshwanthpur,Bangalore,₹560,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Sushanth Shivaswamy,22 years experience overall,Rajajinagar,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. C P Ravi Kumar,9 years experience overall,Yeshwanthpur,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Kumari Vinita,14 years experience overall,Banashankari,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Prakash Desai,35 years experience overall,Rajarajeshwarinagar,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Chetan Ginigeri,17 years experience overall,Hebbal,Bangalore,₹750,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Divya Srirangarajan,11 years experience overall,Hebbal,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Ragavan P S,19 years experience overall,Bannerghatta Road,Bangalore,₹850,Pediatrician,"MBBS,  FRCP, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Srividya Krishna Moorthy,14 years experience overall,Whitefield,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Akram Syed,15 years experience overall,Bellandur,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Sujatha Ramesh,14 years experience overall,Hebbal,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Shwetha S Rao,23 years experience overall,Bannerghatta Road,Bangalore,₹850,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Veerbhadra V Mallad,14 years experience overall,Old Airport Road,Bangalore,₹900,Pediatrician,"MBBS, Diploma in Child Health (DCH), MRCP (UK)"
Dr. Amitoj Singh Chhina,12 years experience overall,Bellandur,Bangalore,₹3000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Lathiesh Kumar Kambham,20 years experience overall,Whitefield,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Namratha Upadhya,11 years experience overall,JP Nagar,Bangalore,₹1100,Pediatrician,"MBBS, MD - Anaesthesiology, Diploma in Paediatrics"
Dr. H Musarrath Fatima,9 years experience overall,Bannerghatta Road,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Nikhil Nagaraj Kalale,9 years experience overall,JP Nagar,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Sundar C Ingaleshwar,19 years experience overall,Yeshwanthpur,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Akshay Ballal,15 years experience overall,Sarjapur Road,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Jagadish Chinnappa,44 years experience overall,Old Airport Road,Bangalore,₹750,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Usha Mallinath,22 years experience overall,Whitefield,Bangalore,₹900,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Shwethashree R K,3 years experience overall,Kammana Halli,Bangalore,₹750,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics"
Dr. Chetan Ginigeri,22 years experience overall,Hebbal,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics, FRCPCH"
Dr. Vykunta Raju K. N,24 years experience overall,Jayanagar,Bangalore,₹550,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Akshay Ballal,22 years experience overall,Old Airport Road,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Leenatha Reddy N,43 years experience overall,Hulimavu,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. N Varsha Monica Reddy,26 years experience overall,Hulimavu,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics, DM - Neonatology"
Dr. Lingappa S Yuvaraj,9 years experience overall,Whitefield,Bangalore,₹900,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Sundar C Ingaleshwar,16 years experience overall,Hebbal,Bangalore,₹1500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Bhavya K.S.,16 years experience overall,Hebbal,Bangalore,₹800,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Ramu D S,11 years experience overall,Malleswaram,Bangalore,₹1050,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Shefali Patel,15 years experience overall,Rajajinagar,Bangalore,₹500,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Sampat Kumar Shettaigar,21 years experience overall,Banashankari,Bangalore,₹600,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Nandita Patwari,22 years experience overall,Electronics City,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Prachi Bhosale,18 years experience overall,Whitefield,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics, DNB - Paediatrics"
Dr. Meena Venkatraman,21 years experience overall,Old Airport Road,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. S. D. Subba Rao,45 years experience overall,Old Airport Road,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics, Fellowship in Neonatology"
Dr. K R Bharath Kumar Reddy,15 years experience overall,Jayanagar,Bangalore,₹650,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Nilesh Nikilesh Rao,19 years experience overall,Old Airport Road,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Srikanta J T,17 years experience overall,Hebbal,Bangalore,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Maitri Chaudhuri,20 years experience overall,Old Airport Road,Bangalore,₹1000,Pediatrician,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Srinath K.S.,28 years experience overall,Malleswaram,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Chinthan S Gubbari,12 years experience overall,Vinayaka Nagar,Bangalore,₹250,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Venkatesh H.A,32 years experience overall,Old Airport Road,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. B V Balachandra,22 years experience overall,Old Airport Road,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology"
Dr. Sujatha Ramesh,39 years experience overall,Hebbal,Bangalore,₹1090,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Anand Prahalad Rao,21 years experience overall,Old Airport Road,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology"
Dr. Nagaraj S,22 years experience overall,Yeshwanthpur,Bangalore,₹1000,Pediatrician,"MBBS, DNB - Paediatrics, Post Doctoral fellowship in Pediatric Critical Care Medicine"
Dr. Bindu P,18 years experience overall,Malleswaram,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Anuradha Vinod,17 years experience overall,Old Airport Road,Bangalore,₹750,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics"
Dr. Cajetan M F Tellis,34 years experience overall,HSR Layout,Bangalore,₹500,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Sireesh V,15 years experience overall,Hongasandra,Bangalore,₹400,Pediatrician,"MBBS, MD - Pediatrics, DM - Neonatology"
Dr. Shashidhar Vishwanath,22 years experience overall,Old Airport Road,Bangalore,₹900,Pediatrician,"DNB - Paediatrics, MBBS"
Dr. Gowher Yusuf,20 years experience overall,Indiranagar,Bangalore,₹650,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Santhosh Olety Sathyanarayana,21 years experience overall,Richmond Town,Bangalore,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. D Malathi Raja,21 years experience overall,Old Airport Road,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Prakash Desai,20 years experience overall,Malleswaram,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Bharath S,12 years experience overall,Arekere,Bangalore,₹500,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Ramya Srinath,8 years experience overall,Koramangala,Bangalore,₹1000,Pediatrician,"MBBS, MD - Pediatrics, FNB - Pediatric Intensive Care"
Dr. Intezar Mehdi,25 years experience overall,Old Airport Road,Bangalore,₹1000,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Naveen R B,23 years experience overall,Whitefield,Bangalore,₹850,Pediatrician,"MD - Pediatrics, Diploma in Child Health (DCH), MBBS"
Dr. Meghna Manocha,21 years experience overall,Old Airport Road,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Bhaskar Shenoy,35 years experience overall,Old Airport Road,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Prasanna Muniyappa,27 years experience overall,Malleswaram,Bangalore,₹850,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Nalini G Shenoy,18 years experience overall,Bannerghatta Road,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. M. R. Shashibhushan,3 years experience overall,Malleswaram,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Veerbhadra V Mallad,8 years experience overall,Old Airport Road,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Nanditha R,9 years experience overall,Yeshwanthpur,Bangalore,₹850,Pediatrician,"MD - Pediatrics, DNB - Paediatrics, MBBS"
Dr. Sagar Bhattad,18 years experience overall,JP Nagar,Bangalore,₹950,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Kumari Vinita,6 years experience overall,Old Airport Road,Bangalore,₹850,Pediatrician,"MBBS, DNB - Paediatrics, Diploma in Child Health (DCH)"
Dr. Anjaly Mariam Koshy,25 years experience overall,Electronics City,Bangalore,₹650,Pediatrician,"MBBS, MD - Pediatrics"
Dr. K Suresh Gowda,37 years experience overall,HRBR Layout,Bangalore,₹700,Pediatrician,"DNB - Paediatrics, Diploma in Child Health (DCH), MBBS, FNB -  Pediatric Hematology Oncology"
Dr. Girish S V,17 years experience overall,Jayanagar,Bangalore,₹600,Pediatrician,"MD - Physician, Diploma in Child Health (DCH)"
Dr. Ravneet Joshi,24 years experience overall,Old Airport Road,Bangalore,₹750,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Shalu Jain,16 years experience overall,Gunjur,Bangalore,₹850,Pediatrician,"MBBS, Diplomate of the American Board of Paediatrics"
Dr. Rajeshwari S,8 years experience overall,Vijayanagar,Bangalore,₹1000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Nandini Nagar,27 years experience overall,Bannerghatta Road,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Tejal Risbud Rao,16 years experience overall,Jayanagar,Bangalore,₹800,Pediatrician,"MBBS, Diploma in Child Health (DCH), MD - Pediatrics"
Dr. Shaila S Bhattacharyya,29 years experience overall,Old Airport Road,Bangalore,₹1100,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Prashanth Kumar S,14 years experience overall,HRBR Layout,Bangalore,₹850,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Lingappa S Yuvaraj,32 years experience overall,Indiranagar,Bangalore,₹1100,Pediatrician,"MBBS, DNB - Pediatrics"
Dr. Arun Garg,22 years experience overall,Varthur,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics, DNB - Neonatology"
Dr. Mahesh BP,31 years experience overall,Rajajinagar,Bangalore,₹300,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Archana M,14 years experience overall,Old Airport Road,Bangalore,₹1100,Pediatrician,"MBBS, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. S.P.Senthil Kumar,11 years experience overall,Gunjur,Bangalore,₹600,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Karthik Nagesh,10 years experience overall,Old Airport Road,Bangalore,₹900,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Chandrashekar,9 years experience overall,Koramangala 1 Block,Bangalore,₹650,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Praveen Kumar S,8 years experience overall,Whitefield,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Akshay Jadhav,8 years experience overall,Sarjapur Road,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Arvind Balakrishna Kasaragod,25 years experience overall,HRBR Layout,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Kishore SV,24 years experience overall,JP Nagar 7 Phase,Bangalore,₹200,Pediatrician,"Fellow of the Royal College of Pediatrics and Child Health (UK), MBBS, Diploma in Child Health (DCH - UK)"
Dr. Shefali Patel,15 years experience overall,Indiranagar,Bangalore,₹650,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Padmanjali K.S,22 years experience overall,Jayanagar,Bangalore,₹500,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Priyanka Krishna,7 years experience overall,Banashankari 2nd Stage,Bangalore,₹400,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Vasudha N R,30 years experience overall,Electronics City,Bangalore,₹1000,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Nikhil Nagaraj Kalale,23 years experience overall,Vasanthnagar,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. N Varsha Monica Reddy,13 years experience overall,Thanisandra,Bangalore,₹300,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Kishore SV,22 years experience overall,Bellandur,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Shweta Singh,12 years experience overall,Kadugodi,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Shefali Patel,17 years experience overall,Avalahalli,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Nirmal Raj,25 years experience overall,Richmond Town,Bangalore,₹1600,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Swati Pandey,17 years experience overall,Sahakaranagar,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Srikanth,11 years experience overall,Whitefield,Bangalore,₹1100,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Srikanth B S,44 years experience overall,Jayanagar,Bangalore,₹550,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Amitoj Singh Chhina,14 years experience overall,JP Nagar,Bangalore,₹850,Pediatrician,"MBBS,  FRCP, Member of the Royal College of Paediatrics and Child Health (MRCPCH, London, Glasgow or Edinburgh)"
Dr. Padma Subbaramu,25 years experience overall,Kengeri,Bangalore,₹3000,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Srikanth,22 years experience overall,Whitefield,Bangalore,₹600,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Srividya Krishna Moorthy,28 years experience overall,Sampangiramnagar,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Spoorti,11 years experience overall,Rajarajeshwarinagar,Bangalore,₹850,Pediatrician,"MD - Pediatrics, MBBS"
Dr. Anusha K M,10 years experience overall,Whitefield,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH), MRCP (UK)"
Dr. Sampat Kumar Shettaigar,11 years experience overall,HSR Layout,Bangalore,₹700,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Neema Bhat,9 years experience overall,Bannerghatta Road,Bangalore,₹850,Pediatrician,"MBBS, Diploma in Child Health (DCH)"
Dr. Nandita Patwari,10 years experience overall,Indiranagar,Bangalore,₹850,Pediatrician,"MBBS, MD - Anaesthesiology, Diploma in Paediatrics"
Dr. Rohith H R,17 years experience overall,Marathahalli,Bangalore,₹500,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Sravanthi Reddy,11 years experience overall,Thanisandra,Bangalore,₹300,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Subbasiva Prasad,10 years experience overall,Sahakaranagar,Bangalore,₹850,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Nirmal Raj,26 years experience overall,Rajajinagar,Bangalore,₹700,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Mounica Reddy,10 years experience overall,Bannerghatta Road,Bangalore,₹1100,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Paediatrics"
Dr. Chiranth S B,11 years experience overall,Rajarajeshwarinagar,Bangalore,₹500,Pediatrician,"MBBS, DNB - Paediatrics"
Dr. Sindhu MV,15 years experience overall,JP Nagar,Bangalore,₹1000,Pediatrician,"MBBS, Diploma in Child Health (DCH), DNB - Pediatrics"
Dr. Sindhu,8 years experience overall,HBR Layout,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics, FRCPCH"
Dr. Sangeeta V Budur,18 years experience overall,JP Nagar,Bangalore,₹800,Pediatrician,"MBBS, MD - Pediatrics"
Dr. Jyoti Raghavendra   (Physiotherapist),17 years experience overall,Marathahalli,Bangalore,₹600,Physiotherapist,BPTh/BPT
Dr. Mahesh G   (Physiotherapist),16 years experience overall,Jayanagar,Bangalore,₹500,Physiotherapist,Diploma in Physiotherapy
Dr. P Senthil   (Physiotherapist),24 years experience overall,JP Nagar 7 Phase,Bangalore,₹400,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT"
Dr. Nandan Kumar   (Physiotherapist),23 years experience overall,JP Nagar 2 Phase,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Pooja Pandey Tripathi   (Physiotherapist),19 years experience overall,Bannerghatta Road,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Pratik Desai   (Physiotherapist),13 years experience overall,HSR Layout,Bangalore,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Archita Tiwari   (Physiotherapist),6 years experience overall,Koramangala 6 Block,Bangalore,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Neurological Physiotherapy"
Dr. P.V Rajan   (Physiotherapist),14 years experience overall,Frazer Town,Bangalore,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Aamir K.   (Physiotherapist),12 years experience overall,HSR Layout,Bangalore,₹400,Physiotherapist,Diploma in Physiotherapy
Dr. Richa Singh,15 years experience overall,HSR Layout,Bangalore,₹300,Physiotherapist,Diploma in Physiotherapy
Dr. Amit K Shrivastav   (Physiotherapist),12 years experience overall,BTM Layout 2nd Stage,Bangalore,₹750,Physiotherapist,"BPTh/BPT, Diploma in Diet and Nutrition"
Dr. Suresh Babu   (Physiotherapist),11 years experience overall,Marathahalli,Bangalore,₹400,Physiotherapist,BPTh/BPT
Dr. Subodh  Kumar Mahato   (Physiotherapist),12 years experience overall,Dasarahalli,Bangalore,₹500,Physiotherapist,"MPTh/MPT - Musculoskeletal Physiotherapy, BPTh/BPT"
Dr. Shruti Jain   (Physiotherapist),16 years experience overall,Whitefield,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Nivrith Chambra   (Physiotherapist),11 years experience overall,CV Raman Nagar,Bangalore,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Musculoskeletal Physiotherapy"
Dr. Swathi   (Physiotherapist),13 years experience overall,Malleswaram,Bangalore,₹700,Physiotherapist,BPTh/BPT
Dr. Bhagya Sri   (Physiotherapist),6 years experience overall,Whitefield,Bangalore,₹300,Physiotherapist,BPTh/BPT
Dr. Gaurav Sheel   (Physiotherapist),14 years experience overall,Kundalahalli,Bangalore,₹500,Physiotherapist,"MPTh/MPT - Orthopedic Physiotherapy, BPTh/BPT, Diploma in Naturopathy & Yoga (NDDY), Diploma in Health Administration"
Dr. Ruchika Bhargava   (Physiotherapist),17 years experience overall,Kasavanahalli,Bangalore,₹500,Physiotherapist,Diploma in Physiotherapy
Dr. Anant Kumar Bairagi   (Physiotherapist),12 years experience overall,Nagarbhavi,Bangalore,₹400,Physiotherapist,BPTh/BPT
Dr. Deepthi Panem   (Physiotherapist),7 years experience overall,Jayanagar 9 Block,Bangalore,₹400,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. B.Girija Reddy   (Physiotherapist),5 years experience overall,JP Nagar 7 Phase,Bangalore,₹600,Physiotherapist,BPTh/BPT
Dr. Riddi Suvarna   (Physiotherapist),6 years experience overall,Sarjapur Road,Bangalore,₹550,Physiotherapist,BPTh/BPT
Dr. Shilpi Sarthi   (Physiotherapist),24 years experience overall,Koramangala 6 Block,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Palanivel Mayavan   (Physiotherapist),16 years experience overall,Sunkadakatte,Bangalore,₹600,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy"
Dr. S Gomathi   (Physiotherapist),25 years experience overall,Electronics City,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Shruti Ganatra   (Physiotherapist),17 years experience overall,Koramangala 5 Block,Bangalore,₹500,Physiotherapist,BPTh/BPT
Dr. Sheema Shabir   (Physiotherapist),17 years experience overall,Banashankari 2nd Stage,Bangalore,₹500,Physiotherapist,MPTh/MPT - Musculoskeletal Physiotherapy
Dr. Kumar Manvendra   (Physiotherapist),21 years experience overall,Nagarbhavi,Bangalore,₹400,Physiotherapist,"BPTh/BPT, Masters of Physiotheraphy"
Dr. Ponkhi Sharma   (Physiotherapist),16 years experience overall,Banashankari 3rd Stage,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Sports Physiotherapy"
Dr. Ibhnu Hussain Gaffar   (Physiotherapist),14 years experience overall,HSR Layout,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Suman Sharma   (Physiotherapist),11 years experience overall,JP Nagar 7 Phase,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
Dr. Pavithra S   (Physiotherapist),6 years experience overall,HRBR Layout,Bangalore,₹350,Physiotherapist,BPTh/BPT
Dr. Shamraz Abbas   (Physiotherapist),10 years experience overall,BTM Layout 2nd Stage,Bangalore,₹500,Physiotherapist,"BPTh/BPT, MPTh/MPT - Orthopedic Physiotherapy"
