Name,Years of experience,Location,City,Consultation Fee,Specialization,Degree
Dr. Tarun Motwani,15 years experience overall,Khar West,Mumbai,? 400,Dentist,"MDS - Prosthodontist And Crown Bridge, BDS"
Dr. Atreyi Ganguly,8 years experience overall,Malad West,Mumbai,? 500,Dentist,BDS
Dr. Namrata Jadwani,20 years experience overall,Borivali West,Mumbai,null,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Ajay Kakar,7 years experience overall,Mulund West,Mumbai,? 300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Prerna Panthri,8 years experience overall,Kandivali West,Mumbai,? 500,Dentist,BDS
Dr. Samiksha Agarwal,7 years experience overall,Mulund West,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Swapnil Pande,14 years experience overall,Kandivali West,Mumbai,? 500,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Ninad Muley,10 years experience overall,Bandra West,Mumbai,? 300,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Srishti Tody,10 years experience overall,Mulund West,Mumbai,? 300,Dentist,"MDS - Paedodontics And Preventive Dentistry, BDS"
Dr. Mayank Jain,11 years experience overall,Mulund West,Mumbai,? 500,Dentist,"BDS, MDS - Periodontology and Oral Implantology"
Dr. Nidhi Joshi,9 years experience overall,Kemps Corner,Mumbai,? 500,Dentist,BDS
Dr. Tanvi Jha,11 years experience overall,Chembur,Mumbai,? 200,Dentist,"BDS, MDS - Public Health Dentistry"
Dr. Akhil Patil,8 years experience overall,Lamington Road,Mumbai,? 300,Dentist,"BDS, MDS - Prosthodontist And Crown Bridge"
Dr. Munira Inamdar,21 years experience overall,Opera House,Mumbai,? 200,Dentist,"BDS, MDS - Paedodontics And Preventive Dentistry"
Dr. Khushboo Nikhil Kedia,15 years experience overall,Girgaon,Mumbai,? 400,Dentist,BDS
Dr. Sandhya Bhargav,11 years experience overall,Chembur,Mumbai,? 500,Dentist,BDS
Dr. Piyusha Shankar,8 years experience overall,Opera House,Mumbai,null,Dentist,"BDS, MDS - Periodontics, FICOI"
Dr. Veerale Panchal,7 years experience overall,Peddar Road,Mumbai,? 350,Dentist,BDS
Dr. Jayeeta Verma,14 years experience overall,Chembur East,Mumbai,? 400,Dentist,"BDS, MDS - Orthodontics"
Dr. Ankita Jadhav,9 years experience overall,Khar West,Mumbai,? 400,Dentist,BDS
Dr. Kaynat Gilani,13 years experience overall,Kurla West,Mumbai,? 300,Dentist,"BDS, MDS - Periodontics, FICOI"
Dr. Swati Gaba,9 years experience overall,Kandivali East,Mumbai,? 250,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics"
Dr. Chetna Sirsat,10 years experience overall,Chembur,Mumbai,? 500,Dentist,"BDS, MDS - Conservative Dentistry & Endodontics, Diploma in Implanthology"
Dr. Aditi Chaudhary,5 years experience overall,Mulund West,Mumbai,? 300,Dentist,"BDS, MDS - Orthodontics"
Dr. Chaitali Khona,7 years experience overall,Malabar Hill,Mumbai,? 300,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery"
Dr. Sonam Gandhi,11 years experience overall,Bandra West,Mumbai,? 450,Dentist,BDS
Dr. Richa Patel,12 years experience overall,Bandra West,Mumbai,? 200,Dentist,"MDS - Conservative Dentistry & Endodontics, BDS"
Dr. Saloni Gala,8 years experience overall,Mulund West,Mumbai,? 350,Dentist,"BDS, MDS - Orthodontics"
Dr. Preet Soni,9 years experience overall,Bandra West,Mumbai,? 200,Dentist,BDS
Dr. Pallavi Chanana,13 years experience overall,Bandra West,Mumbai,? 400,Dentist,"BDS, MDS- Oral Pathology"
Dr. Tanvi Tiwari,12 years experience overall,Khar West,Mumbai,null,Dentist,BDS
Dr. Rasika Ambekar,6 years experience overall,Bandra West,Mumbai,? 350,Dentist,BDS
Dr. Kashish Sachdev,8 years experience overall,Bandra West,Mumbai,null,Dentist,BDS
Dr. Nitin K Hariyani,10 years experience overall,Andheri West,Mumbai,? 300,Dentist,"BDS, MDS - Periodontics"
Dr. Amruta Godbole,19 years experience overall,Khar West,Mumbai,? 400,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Devang Bhanushali,16 years experience overall,Chembur East,Mumbai,? 350,Dentist,"BDS, MDS - Oral & Maxillofacial Surgery, FICOI"
Dr. Kunal Shet,14 years experience overall,Kurla West,Mumbai,? 350,Dentist,"MDS - Orthodontics and Dentofacial Orthopaedics, BDS"
Dr. Aditya Nair,15 years experience overall,Santacruz West,Mumbai,? 350,Dentist,"BDS, MDS - Orthodontics"
Dr. Snehal Thakkar,19 years experience overall,Bandra West,Mumbai,? 300,Dentist,BDS
Dr. Bhumita Shah,16 years experience overall,Malad West,Mumbai,? 200,Dentist,"BDS, Fellowship in Oral implantlogy"
Dr. Krupa Doshi,11 years experience overall,Mulund West,Mumbai,? 300,Dentist,"BDS, MDS - Oral Medicine and Radiology"
Dr. Varsha Degwekar,29 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Shubhada Kulkarni,29 years experience overall,Dadar East,Mumbai,₹800,Gynecologist,"DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology, MBBS"
Dr. Sita Gururaja,19 years experience overall,Kandivali East,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Madhushree Venkat,21 years experience overall,Santacruz West,Mumbai,₹1500,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Anjali Jitendra Bapat,26 years experience overall,Santacruz West,Mumbai,₹2000,Gynecologist,"MBBS, DGO, Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
Dr. Shilpa Abhyankar,36 years experience overall,Mulund West,Mumbai,₹1300,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Veena G. Shinde,19 years experience overall,Mulund West,Mumbai,₹1300,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)"
Dr. Tanuja Uchil,27 years experience overall,Andheri West,Mumbai,₹1500,Gynecologist,"MBBS, DGO"
Dr. Shruti Parikh,15 years experience overall,Malad West,Mumbai,₹1100,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Mohini Vachhani,24 years experience overall,Andheri West,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO"
Dr. Shilpa Bansal Agrawal,37 years experience overall,Andheri West,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Girish Sabnis,18 years experience overall,Mulund West,Mumbai,₹1600,Gynecologist,"DGO, MBBS, DNB - Obstetrics & Gynecology"
Dr. Anagha Chhatrapati,18 years experience overall,Parel,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Anjali Jitendra Bapat,27 years experience overall,Mahim,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Anita Soni,20 years experience overall,Powai,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Prakash Trivedi,15 years experience overall,Ghatkopar East,Mumbai,₹3000,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS"
Dr. Shital S Jadhav,15 years experience overall,Kandivali East,Mumbai,₹1000,Gynecologist,"MD - Physician, DGO"
Dr. Monika Agrawal,15 years experience overall,Andheri East,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK), Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
Dr. Rakhee Sahu,20 years experience overall,Powai,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Diploma in Advanced Endoscopic Gynae Surgery"
Dr. Gouri Sultane Gupta,17 years experience overall,Goregaon West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Nanda R Kumar,20 years experience overall,Chembur East,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Pradnya Randive,17 years experience overall,Bhandup West,Mumbai,₹1200,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
Dr. Shubhada Kulkarni,44 years experience overall,Andheri West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Punit Bhojani,20 years experience overall,Matunga,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Ankesh Sahetya,15 years experience overall,Andheri West,Mumbai,₹1200,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Shreedevi Tanksale,15 years experience overall,Vileparle East,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Tejal Poddar,12 years experience overall,Opera House,Mumbai,₹1000,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Namrita Sheregar,17 years experience overall,Andheri West,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Parzan Mistry,9 years experience overall,Nana Chowk,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Neeta Warty,36 years experience overall,Santacruz West,Mumbai,₹2700,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
Dr. Ameet Dhurandhar,24 years experience overall,Santacruz West,Mumbai,₹2500,Gynecologist,"MBBS, DGO, MRCOG(UK)"
Dr. Vandana Bansal,30 years experience overall,Santacruz West,Mumbai,₹1500,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Punam Solanki,14 years experience overall,Andheri West,Mumbai,₹900,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Tanuja Uchil,26 years experience overall,Chembur East,Mumbai,₹1200,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Anuradha Narayanan,17 years experience overall,Chembur,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Kirti Shankhdhar,26 years experience overall,Chembur East,Mumbai,₹1000,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Nutan Hegde,20 years experience overall,Dadar West,Mumbai,₹900,Gynecologist,"MBBS, DGO"
Dr. Bindu Gohil Mulekar,13 years experience overall,Ghatkopar East,Mumbai,₹1000,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
Dr. Prabhjot Manchanda,32 years experience overall,Malad West,Mumbai,₹800,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Pradnya Rajendra Changede,18 years experience overall,Chembur,Mumbai,₹1200,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Harshika Bavishi,37 years experience overall,Chembur East,Mumbai,₹1000,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Jay Mehta,12 years experience overall,Ghatkopar East,Mumbai,₹3000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Soumil Trivedi,15 years experience overall,Ghatkopar East,Mumbai,₹2000,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Yatin Thakorlal Shah,13 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Ami Mehta,11 years experience overall,Santacruz West,Mumbai,₹1500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Renubala Rout,17 years experience overall,Kandivali East,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO"
Dr. Shruti Rai,9 years experience overall,Chembur,Mumbai,₹700,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
Dr. Vaishali Chaudhari,15 years experience overall,Chembur East,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Rima Sonpal,12 years experience overall,Ghatkopar West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG), FICS"
Dr. Vaishali Shedge,16 years experience overall,Borivali West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Jyoti Shetty,30 years experience overall,Bandra East,Mumbai,₹1200,Gynecologist,"DGO, DNB - Obstetrics & Gynecology"
Dr. Radhika Sheth,15 years experience overall,Malad West,Mumbai,₹1100,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Reena kumari Sengupta,12 years experience overall,Wadala,Mumbai,₹1000,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Reshma Naushad Hussain,27 years experience overall,Mahim,Mumbai,₹1800,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, Fellowship in Urogynecology"
Dr. Gangurde Pritimala Bhalchandra,20 years experience overall,Kandivali West,Mumbai,₹800,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Deepika Asati,19 years experience overall,Kandivali East,Mumbai,₹800,Gynecologist,"MBBS, MD - Midwifery & Gynecology"
Dr. Minal Chandrashekhar Chalwade,16 years experience overall,Sion East,Mumbai,₹800,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
Dr. Nikhil D Datar,32 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Shraddha Ganatra,14 years experience overall,Malad West,Mumbai,₹700,Gynecologist,"MBBS, DGO"
Dr. Hemant Kanojiya,27 years experience overall,Kandivali,Mumbai,₹1500,Gynecologist,"MBBS, DGO"
Dr. Sita Gururaja,27 years experience overall,Powai,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Sharmishtha Prashant Kewle,17 years experience overall,Chembur,Mumbai,₹1000,Gynecologist,"MBBS, DGO"
Dr. Prasad Deshmukh,14 years experience overall,Dadar,Mumbai,₹1000,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Varsha Degwekar,36 years experience overall,Powai,Mumbai,₹1000,Gynecologist,"MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology, MBBS, MNAMS - Obstetrics & Gynaecology"
Dr. Madhushree Venkat,23 years experience overall,Mulund West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Prashansa Raut-Dalvi,11 years experience overall,Goregaon East,Mumbai,₹800,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
Dr. Sunayana Dubey,22 years experience overall,Kandivali East,Mumbai,₹700,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
Dr. Jagdip Shah,39 years experience overall,Powai,Mumbai,₹1200,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Kishori Dinendra Kadam,39 years experience overall,Mulund West,Mumbai,₹1300,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Jyotsna Patel,29 years experience overall,Andheri East,Mumbai,₹1000,Gynecologist,"MBBS, DGO"
Dr. Shruti Parikh,15 years experience overall,Borivali West,Mumbai,₹800,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Raju Sahetya,44 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Smita Pawar,12 years experience overall,Malad West,Mumbai,₹500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Roopa Prasad,15 years experience overall,Malad West,Mumbai,₹500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Prema Kania,37 years experience overall,Marine Lines,Mumbai,₹1200,Gynecologist,"DGO, DNB - Obstetrics & Gynecology, MBBS"
Dr. Aditi Singhi,20 years experience overall,Chembur,Mumbai,₹1200,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Sashikant Parchure,61 years experience overall,Dadar East,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Nimisha Mehta,9 years experience overall,Bhandup West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Suchita Pisat,16 years experience overall,Andheri West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Uddhavraj Dudhedia,26 years experience overall,Santacruz West,Mumbai,₹1500,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Rakesh Pandia,32 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Dharmesh Kapoor,35 years experience overall,Chembur,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Saloni Suchak,18 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MRCOG(UK)"
Dr. Sanket Pisat,20 years experience overall,Andheri West,Mumbai,₹800,Gynecologist,"MBBS, DGO"
Dr. Saurabh Dani,23 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, DGO, MD - Physiology"
Dr. Prajakta Katdare-Saraf,16 years experience overall,Vikhroli East,Mumbai,₹600,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Suyash Bhandekar,15 years experience overall,Mulund,Mumbai,₹1200,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Abhijit Bodke,20 years experience overall,Mira Road,Mumbai,₹400,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
Dr. Shweta Shah,12 years experience overall,Malad West,Mumbai,₹1500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Nitin M Narvekar,41 years experience overall,Matunga,Mumbai,₹2000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
Dr. Punam Sinha,43 years experience overall,Prabhadevi,Mumbai,₹1000,Gynecologist,"DGO, MBBS"
Dr. Vanita Raut,43 years experience overall,Powai,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
Dr. Swati Shah,31 years experience overall,Santacruz West,Mumbai,₹2200,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Hemashree Patel,17 years experience overall,Kandivali West,Mumbai,₹1200,Gynecologist,"DGO, DNB - Obstetrics & Gynecology, MBBS"
Dr. Priti Shyamkul,20 years experience overall,Andheri East,Mumbai,₹800,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Nirmal Nitin Gujarathi,17 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Deepika Doshi,12 years experience overall,Borivali West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Vibha Arora,22 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MRCOG(UK)"
Dr. Shyam V Desai,46 years experience overall,Malad West,Mumbai,₹1200,Gynecologist,"MBBS, DGO"
Dr. Rachana Kaveri,8 years experience overall,Andheri,Mumbai,₹800,Gynecologist,"MBBS, DGO, MD - Physiology"
Dr. Atul Ganatra,34 years experience overall,Mulund West,Mumbai,₹1300,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Ashish Shyamkul,20 years experience overall,Goregaon,Mumbai,₹500,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Ketan Pandit,33 years experience overall,Mulund West,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
Dr. Maulik Joshi,17 years experience overall,Tardeo,Mumbai,₹1500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Devika Chopra,30 years experience overall,Matunga West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, MRCOG(UK)"
Dr. Sachin Dalal,21 years experience overall,Bhandup West,Mumbai,₹2500,Gynecologist,"DGO, MBBS"
Dr. Pooja Sharma Dimri,23 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
Dr. Vrunda  Karanjgaokar,30 years experience overall,Chembur,Mumbai,₹1200,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Miral Patel,15 years experience overall,Borivali West,Mumbai,₹99,Gynecologist,"DGO, DNB - Obstetrics & Gynecology, MBBS"
Dr. Suchitra Pandit,40 years experience overall,Santacruz West,Mumbai,₹1500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Anita S. Chavan,23 years experience overall,Malad West,Mumbai,₹1200,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Vrushni Bhuta,14 years experience overall,Powai,Mumbai,₹1300,Gynecologist,"DNB - Obstetrics & Gynecology, DGO, MNAMS - Obstetrics & Gynaecology, MBBS"
Dr. Mohini Vachhani,43 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Yogesh Trivedi,10 years experience overall,Bhandup West,Mumbai,₹500,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Vidya Patil,27 years experience overall,Borivali West,Mumbai,₹800,Gynecologist,"MBBS, DGO, Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
Dr. Ajanta Narvekar,41 years experience overall,Matunga,Mumbai,₹2000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Raju Manmohan,29 years experience overall,Chembur,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK)"
Dr. Shubhada Sanjiv Khandeparkar,44 years experience overall,Dadar East,Mumbai,₹2500,Gynecologist,"MBBS, DGO"
Dr. Gouri Gore,18 years experience overall,Chembur East,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Mohan Krishna Raut,38 years experience overall,Santacruz,Mumbai,₹2000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO"
Dr. Aneesh Sabnis,33 years experience overall,Andheri West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Meghana D Sarvaiya,13 years experience overall,Malad West,Mumbai,₹800,Gynecologist,"DGO, MBBS, DNB - Obstetrics & Gynecology"
Dr. Garima Sharma,21 years experience overall,Mulund,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Aparna Hegde,28 years experience overall,Khar West,Mumbai,₹1500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Balkrishna M Inamdar,44 years experience overall,Goregaon West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Dhrupti B Dedhia,25 years experience overall,Santacruz West,Mumbai,₹2200,Gynecologist,"MS - Obstetrics & Gynaecology, MBBS"
Dr. Navaaz Azil Tantra,29 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MD - Physician, DGO"
Dr. Mugdha Raut,34 years experience overall,Santacruz,Mumbai,₹2000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, MRCOG(UK), Fellow of Indian College of Obstetrics and Gynecology (FICOG)"
Dr. Sangeeta Raodeo,17 years experience overall,Mulund West,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, Diploma in Advanced Endoscopic Gynae Surgery"
Dr. Archana R. Gaikwad,17 years experience overall,Chembur East,Mumbai,₹800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Mahek Motwani,26 years experience overall,Mulund West,Mumbai,₹900,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Laila Rajesh Dave,37 years experience overall,Mahim,Mumbai,₹1200,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
Dr. Preeti Deshpande,20 years experience overall,Mahim,Mumbai,₹1200,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Vikram Sharad Shah,25 years experience overall,Mahim,Mumbai,₹1000,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Miloni Gadoya,14 years experience overall,Tardeo,Mumbai,₹1300,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Sangeeta Pikale,33 years experience overall,Mahim,Mumbai,₹1600,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Hetal Parekh,26 years experience overall,Powai,Mumbai,₹3000,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Mangala Patil,36 years experience overall,Mira Road,Mumbai,₹1300,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Priti Nandanwar,31 years experience overall,Chembur,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Mansi A Medhekar,17 years experience overall,Mahim,Mumbai,₹1000,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology, DGO"
Dr. Mamatha Shriyan,24 years experience overall,Malad West,Mumbai,₹500,Gynecologist,"MBBS, DGO, MRCOG(UK)"
Dr. Mukesh Agrawal,32 years experience overall,Malad West,Mumbai,₹1600,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Vijal Modi,13 years experience overall,Malad East,Mumbai,₹800,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Anita K Mohan,29 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Shivani Baheti,3 years experience overall,Santacruz West,Mumbai,₹500,Gynecologist,"MBBS, MS - Obstetrics & Gynaecology"
Dr. Shilpa Shah Gohil,20 years experience overall,Mahim,Mumbai,₹1800,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Tanvi Tuteja Mansukhani,13 years experience overall,Sion,Mumbai,₹1000,Gynecologist,"MBBS, DGO"
Dr. Kanika Kalyani,14 years experience overall,Borivali,Mumbai,₹500,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
Dr. Hitesh I Parikh,36 years experience overall,Bandra West,Mumbai,₹1000,Gynecologist,"MBBS, DGO, DNB - Obstetrics & Gynecology"
Dr. Nikita Lad Patel,20 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Divya A Sahetya,12 years experience overall,Andheri West,Mumbai,₹1200,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Mira Raisinghaney,37 years experience overall,Mahim,Mumbai,₹1300,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Simi Kawar,30 years experience overall,Malad West,Mumbai,₹1600,Gynecologist,"MBBS, DNB - Obstetrics & Gynecology"
Dr. Vikas Dayanath Mishra,27 years experience overall,Malad West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology"
Dr. Alka Kumar,33 years experience overall,Mahim,Mumbai,₹1800,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DNB - Obstetrics & Gynecology"
Dr. Nilima B. Inamdar,39 years experience overall,Goregaon West,Mumbai,₹1000,Gynecologist,"MBBS, MD - Obstetrics & Gynaecology, DGO"
Dr. Veena G. Shinde,34 years experience overall,Andheri West,Mumbai,₹800,Gynecologist,"MD - Obstetrics & Gynaecology, MBBS"
